,Unnamed: 0,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,prism:isbn,pubmed-id,error
28,6,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85051086573', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85051086573?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051086573&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051086573&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85051086573,SCOPUS_ID:85051086573,2-s2.0-85051086573,"Evaluating the link between low carbon reductions strategies and its performance in the context of climate Change: A carbon footprint of awood-frame residential building in Quebec, Canada",Padilla-Rivera A.,Sustainability (Switzerland),,10,,2018-08-02,2 August 2018,10.3390/su10082715,,5.0,"[{'@_fa': 'true', 'affilname': 'Université Laval', 'affiliation-city': 'Quebec', 'affiliation-country': 'Canada'}]",Journal,ar,Article,2715,21100240100.0,1,True,20711050,8,,,
29,7,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85034589429', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85034589429?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034589429&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034589429&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85034589429,SCOPUS_ID:85034589429,2-s2.0-85034589429,Decarbonising construction using renewable photosynthetic materials,White C.,"Building Information Modelling, Building Performance, Design and Smart Construction",,,289-307,2017-01-01,1 January 2017,10.1007/978-3-319-50346-2_20,,0.0,"[{'@_fa': 'true', 'affilname': 'University of the West of England', 'affiliation-city': 'Bristol', 'affiliation-country': 'United Kingdom'}]",Book,ch,Chapter,,21100838588.0,0,False,,,"[{'@_fa': 'true', '$': '9783319503462'}, {'@_fa': 'true', '$': '9783319503455'}]",,
30,9,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84991336350', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84991336350?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84991336350&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84991336350&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84991336350,SCOPUS_ID:84991336350,2-s2.0-84991336350,Small horizontal axis wind turbines: Current status and future challenges,Van Treuren K.W.,Proceedings of the ASME Turbo Expo,,9,,2016-01-01,2016,10.1115/GT2016-57701,,3.0,"[{'@_fa': 'true', 'affilname': 'Baylor University', 'affiliation-city': 'Waco', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,,21100781957.0,0,False,,,"[{'@_fa': 'true', '$': '9780791849873'}]",,
31,10,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84894177962', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84894177962?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84894177962&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84894177962&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84894177962,SCOPUS_ID:84894177962,2-s2.0-84894177962,Net zero: Rational performance targets for high performance buildings,Kibert C.,Lecture Notes in Electrical Engineering,18761100,242 LNEE,971-986,2014-02-24,2014,10.1007/978-3-642-40081-0_82,,0.0,"[{'@_fa': 'true', 'affilname': 'University of Florida', 'affiliation-city': 'Gainesville', 'affiliation-country': 'United States'}]",Book Series,cp,Conference Paper,,19700186822.0,0,False,18761119,VOL. 2,"[{'@_fa': 'true', '$': '9783642400803'}]",,
32,13,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84897915606', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84897915606?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84897915606&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84897915606&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84897915606,SCOPUS_ID:84897915606,2-s2.0-84897915606,Cement and carbon emissions,Barcelo L.,Materials and Structures/Materiaux et Constructions,13595997,47,1055-1065,2014-01-01,June 2014,10.1617/s11527-013-0114-5,,127.0,"[{'@_fa': 'true', 'affilname': 'Lafarge Canada, Inc.', 'affiliation-city': 'Calgary', 'affiliation-country': 'Canada'}, {'@_fa': 'true', 'affilname': 'Lafarge', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}]",Journal,ar,Article,,17139.0,0,False,,6,,,
33,14,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84914118430', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84914118430?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84914118430&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84914118430&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84914118430,SCOPUS_ID:84914118430,2-s2.0-84914118430,Characterizing the carbon footprint of wood pallet logistics,Carrano A.,Forest Products Journal,00157473,64,232-241,2014-01-01,2014,10.13073/FPJ-D-14-00011,,12.0,"[{'@_fa': 'true', 'affilname': 'Auburn University', 'affiliation-city': 'Auburn', 'affiliation-country': 'United States'}]",Journal,re,Review,,24976.0,0,False,,7-8,,,
34,17,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84949294231', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84949294231?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84949294231&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84949294231&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84949294231,SCOPUS_ID:84949294231,2-s2.0-84949294231,Carbonization of urban areas,Churkina G.,Recarbonization of the Biosphere: Ecosystems and the Global Carbon Cycle,,,369-382,2012-01-01,1 January 2012,10.1007/978-94-007-4159-1_16,,0.0,"[{'@_fa': 'true', 'affilname': 'Humboldt-Universität zu Berlin', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}]",Book,ch,Chapter,,21100428286.0,0,False,,,"[{'@_fa': 'true', '$': '9789400741591'}, {'@_fa': 'true', '$': '9789400741584'}]",,
35,4,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84898757946', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84898757946?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84898757946&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84898757946&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1876610213008746'}",https://api.elsevier.com/content/abstract/scopus_id/84898757946,SCOPUS_ID:84898757946,2-s2.0-84898757946,Carbon utilization to meet California's climate change goals,Burton E.,Energy Procedia,18766102,37,6979-6986,2013-01-01,2013,10.1016/j.egypro.2013.06.631,S1876610213008746,3.0,"[{'@_fa': 'true', 'affilname': 'Lawrence Berkeley National Laboratory', 'affiliation-city': 'Berkeley', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,,17700156736.0,1,True,,,,,
36,1,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85084797072', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85084797072?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084797072&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084797072&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0038092X20304758'}",https://api.elsevier.com/content/abstract/scopus_id/85084797072,SCOPUS_ID:85084797072,2-s2.0-85084797072,Thermal performance evaluation of a passive building wall with CO<inf>2</inf>-filled transparent thermal insulation and paraffin-based PCM,Torres-Rodríguez A.,Solar Energy,0038092X,205,1-11,2020-07-15,15 July 2020,10.1016/j.solener.2020.04.090,S0038092X20304758,0.0,"[{'@_fa': 'true', 'affilname': 'Universidad Nacional Autónoma de México', 'affiliation-city': 'Ciudad de México', 'affiliation-country': 'Mexico'}]",Journal,ar,Article,,13333.0,0,False,,,,,
37,2,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079141247', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079141247?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079141247&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079141247&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670720300548'}",https://api.elsevier.com/content/abstract/scopus_id/85079141247,SCOPUS_ID:85079141247,2-s2.0-85079141247,Improvement of thermal inertia effect in buildings using shape stabilized PCM wallboard based on the enthalpy-temperature function,Wi S.,Sustainable Cities and Society,22106707,56,,2020-05-01,May 2020,10.1016/j.scs.2020.102067,S2210670720300548,0.0,"[{'@_fa': 'true', 'affilname': 'Yonsei University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,102067,19700194105.0,0,False,,,,,
38,3,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85078674246', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85078674246?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078674246&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078674246&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85078674246,SCOPUS_ID:85078674246,2-s2.0-85078674246,Buildings as a global carbon sink,Churkina G.,Nature Sustainability,,3,269-276,2020-04-01,1 April 2020,10.1038/s41893-019-0462-4,,0.0,"[{'@_fa': 'true', 'affilname': 'Leibniz-Gemeinschaft', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Yale University', 'affiliation-city': 'New Haven', 'affiliation-country': 'United States'}]",Journal,re,Review,,21100873499.0,0,False,23989629,4,,,
39,4,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85081411274', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85081411274?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081411274&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081411274&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85081411274,SCOPUS_ID:85081411274,2-s2.0-85081411274,Incorporation of gold and limestone mining waste materials for carbon capture and storage in bricks,Hasan S.N.M.S.,IOP Conference Series: Materials Science and Engineering,17578981,736,,2020-03-04,4 March 2020,10.1088/1757-899X/736/2/022046,,0.0,"[{'@_fa': 'true', 'affilname': 'Universiti Putra Malaysia', 'affiliation-city': 'Serdang', 'affiliation-country': 'Malaysia'}]",Conference Proceeding,cp,Conference Paper,022046,19700200831.0,1,True,1757899X,2,,,
40,5,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077454779', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077454779?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077454779&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077454779&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0306261919321543'}",https://api.elsevier.com/content/abstract/scopus_id/85077454779,SCOPUS_ID:85077454779,2-s2.0-85077454779,Thermal performance of integrated collector storage solar air heater with evacuated tube and lap joint-type flat micro-heat pipe arrays,Wang Z.,Applied Energy,03062619,261,,2020-03-01,1 March 2020,10.1016/j.apenergy.2019.114466,S0306261919321543,0.0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,114466,28801.0,0,False,,,,,
41,6,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85081667566', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85081667566?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081667566&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081667566&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85081667566,SCOPUS_ID:85081667566,2-s2.0-85081667566,A Review on Carbonation of Steel Slag and Its Application in Building Materials,Fang Y.,Cailiao Daobao/Materials Reports,1005023X,34,03126-03132,2020-02-10,10 February 2020,10.11896/cldb.19040004,,0.0,"[{'@_fa': 'true', 'affilname': 'Shenyang Jianzhu University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,re,Review,,21100853795.0,0,False,,2,,,
42,7,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074324897', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074324897?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074324897&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074324897&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652619337588'}",https://api.elsevier.com/content/abstract/scopus_id/85074324897,SCOPUS_ID:85074324897,2-s2.0-85074324897,Solidification inside a clean energy storage unit utilizing phase change material with copper oxide nanoparticles,Ma X.,Journal of Cleaner Production,09596526,245,,2020-02-01,1 February 2020,10.1016/j.jclepro.2019.118888,S0959652619337588,46.0,"[{'@_fa': 'true', 'affilname': 'Jiangsu Collaborative Innovation Center for Building Energy Saving and Construction Technology', 'affiliation-city': 'Xuzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shaoxing University', 'affiliation-city': 'Shaoxing', 'affiliation-country': 'China'}]",Journal,ar,Article,118888,19167.0,0,False,,,,,
43,8,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075713322', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075713322?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075713322&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075713322&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360544219323035'}",https://api.elsevier.com/content/abstract/scopus_id/85075713322,SCOPUS_ID:85075713322,2-s2.0-85075713322,"Machine learning-based optimal design of a phase change material integrated renewable system with on-site PV, radiative cooling and hybrid ventilations—study of modelling and application in five climatic regions",Zhou Y.,Energy,03605442,192,,2020-02-01,1 February 2020,10.1016/j.energy.2019.116608,S0360544219323035,9.0,"[{'@_fa': 'true', 'affilname': 'Hong Kong Polytechnic University', 'affiliation-city': 'Kowloon', 'affiliation-country': 'Hong Kong'}]",Journal,ar,Article,116608,29348.0,0,False,,,,,
44,9,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079655948', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079655948?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079655948&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079655948&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85079655948,SCOPUS_ID:85079655948,2-s2.0-85079655948,Energy storage systems review and case study in the residential sector,Kampouris K.P.,IOP Conference Series: Earth and Environmental Science,17551307,410,,2020-01-24,24 January 2020,10.1088/1755-1315/410/1/012033,,0.0,"[{'@_fa': 'true', 'affilname': 'School of Pedagogical and Technological Education', 'affiliation-city': 'Athens', 'affiliation-country': 'Greece'}]",Conference Proceeding,cp,Conference Paper,012033,19900195068.0,1,True,17551315,1,,,
45,10,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076723060', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076723060?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076723060&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076723060&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076723060,SCOPUS_ID:85076723060,2-s2.0-85076723060,Ancillary Benefits of Carbon Capture and Storage,Torvanger A.,Springer Climate,23520698,,213-225,2020-01-01,2020,10.1007/978-3-030-30978-7_12,,0.0,"[{'@_fa': 'true', 'affilname': 'Cicero Senter for klimaforskning', 'affiliation-city': 'Oslo', 'affiliation-country': 'Norway'}]",Book Series,ch,Chapter,,21100913594.0,0,False,23520701,,,,
